Date,Open,High,Low,Close,Volume,Currency,Return
2021-02-03,0.960150003,1.052682042,0.949651003,1.018777013,8703562,USD,-0.063567526
2021-02-04,1.018924952,1.020046949,0.896269023,0.957531989,9367983,USD,0.117063929
2021-02-05,0.957093,1.156316996,0.957093,1.076794028,15064773,USD,-0.124410502
2021-02-06,1.078683019,1.083135962,0.917357028,0.957666993,11475217,USD,0.043106664
2021-02-07,0.958371997,1.04746604,0.908349991,1.004083991,11586260,USD,0.381409183
2021-02-08,1.002774,1.429605961,0.976890028,1.369346976,28123777,USD,-0.081069902
2021-02-09,1.364431977,1.367990971,1.22952199,1.287945986,20662183,USD,0.05659779
2021-02-10,1.286625028,1.486194015,1.227733016,1.365447998,20700237,USD,0.09903292
2021-02-11,1.371417046,1.58532095,1.350527048,1.49299705,14796256,USD,0.225662132
2021-02-12,1.495479941,1.82840097,1.403381944,1.801126957,24428360,USD,0.114428928
2021-02-13,1.800917983,2.068613052,1.589128017,1.971969008,28273039,USD,0.103758978
2021-02-14,1.972429991,2.305380106,1.827054977,2.1588521,27701104,USD,-0.054357389
2021-02-15,2.154788971,2.332942963,1.713642001,2.051661015,32787833,USD,-0.039835086
2021-02-16,2.046914101,2.208885908,1.918988943,1.965662956,18900710,USD,-0.037275618
2021-02-17,1.96706903,1.994645953,1.783519983,1.889186025,18217270,USD,0.127529538
2021-02-18,1.888865948,2.192548037,1.888865948,2.139866114,18407265,USD,-0.087019576
2021-02-19,2.137917042,2.178636074,1.939296961,1.975469947,16549899,USD,-0.087836783
2021-02-20,1.976680994,2.139046907,1.677603006,1.787510991,19001753,USD,0.024175022
2021-02-21,1.785204053,1.985780954,1.733093977,1.835268021,15975170,USD,-0.09982988
2021-02-22,1.835399985,1.875404954,1.327257991,1.656821012,28412887,USD,-0.181955467
2021-02-23,1.65773797,1.663869023,1.110128045,1.322883964,4463128,USD,0.025371513
2021-02-24,1.323045015,1.541622043,1.286407948,1.36492002,7424922,USD,0.042710497
2021-02-25,1.362488031,1.608011007,1.332561016,1.421421051,12312718,USD,0.050153108
2021-02-26,1.42600596,1.594532013,1.286102057,1.489876032,12241074,USD,0.06486461
2021-02-27,1.49355197,1.73545599,1.491042018,1.582075953,13315343,USD,-0.125014382
2021-02-28,1.583935976,1.583935976,1.317109942,1.395820022,9629112,USD,0.155876822
2021-03-01,1.399060011,1.64250803,1.397119999,1.642428994,13711583,USD,0.027365305
2021-03-02,1.648780942,1.836472034,1.607856989,1.680626035,15932451,USD,0.318570823
2021-03-03,1.679947972,2.224780083,1.659307003,2.203855991,25372377,USD,0.374957273
2021-03-04,2.196712017,3.057189941,2.153801918,2.834018946,98609422,USD,-0.184403615
2021-03-05,2.829170942,2.829170942,2.376477003,2.427619934,33620827,USD,0.040608116
2021-03-06,2.419959068,2.617731094,2.369211912,2.542704105,23425464,USD,0.063208002
2021-03-07,2.543680906,2.777550936,2.532773972,2.696149111,24141791,USD,0.381313272
2021-03-08,2.698745966,3.681623936,2.697829008,3.665715933,62129605,USD,-0.087465067
2021-03-09,3.675020933,4.006426811,3.322644949,3.42989707,53849977,USD,0.120067106
2021-03-10,3.428811073,4.352241993,3.189805031,3.870028973,62943667,USD,0.225001183
2021-03-11,3.855000973,4.794085026,3.649714947,4.641759872,69434992,USD,0.092146674
2021-03-12,4.624632835,5.644362926,4.572544098,4.998370171,101138381,USD,0.03803235
2021-03-13,5.004724026,5.358553886,4.704885006,5.174907207,76714979,USD,0.135736651
2021-03-14,5.162940979,6.298452854,4.768249989,5.853369236,96265891,USD,-0.05034901
2021-03-15,5.84976387,6.44276619,5.392518044,5.592817783,74070127,USD,-0.019630065
2021-03-16,5.59664917,5.986700058,5.195747852,5.477915764,60017094,USD,-0.093217924
2021-03-17,5.482409,5.507540226,4.829380989,4.956564903,40822891,USD,0.018715493
2021-03-18,4.956818104,5.381165981,4.773253918,5.0590868,47013997,USD,-0.005393052
2021-03-19,5.044881821,5.42402792,4.834482193,5.032355785,31532252,USD,-0.09920286
2021-03-20,5.045430183,5.113758087,4.530479908,4.530479908,23960080,USD,0.017890078
2021-03-21,4.539474964,4.709824085,4.356635094,4.620509148,26799349,USD,-0.133425217
2021-03-22,4.618500233,4.684375763,4.008238792,4.016028881,19322785,USD,-0.033915692
2021-03-23,4.009209156,4.268505096,3.76214695,3.859321117,20567499,USD,-0.016770572
2021-03-24,3.855423927,4.36373806,3.669636011,3.791970015,30466503,USD,-0.059764384
2021-03-25,3.783067942,3.800987005,3.386420012,3.561320066,18689542,USD,0.257230971
2021-03-26,3.560754061,4.581100941,3.560754061,4.536732197,37012971,USD,-0.048240577
2021-03-27,4.52835989,4.942849159,4.327486038,4.36493206,30704779,USD,0.118479114
2021-03-28,4.364930153,5.173210144,4.320635796,4.902440071,43526513,USD,0.170130499
2021-03-29,4.912577152,5.717402935,4.667405128,5.645048141,41864755,USD,0.13036114
2021-03-30,5.646918774,7.687792778,5.565031052,6.284135818,273330964,USD,-0.103954091
2021-03-31,6.33281517,6.406663895,5.679448128,5.697309971,72791656,USD,-0.022623173
2021-04-01,5.693356991,5.820747852,5.332624912,5.555142879,49928722,USD,0.021142983
2021-04-02,5.552532196,5.965122223,5.344083786,5.675601006,45234533,USD,-0.103153405
2021-04-03,5.680521965,5.782394886,5.059739113,5.102569103,25941250,USD,0.141886838
2021-04-04,5.097598076,6.466095924,5.062786102,5.907862186,70011287,USD,0.656323981
2021-04-05,5.903933048,11.11954689,5.670838833,9.256800652,615724647,USD,-0.25065609
2021-04-06,9.336275101,9.336275101,7.474198818,7.775959015,198024948,USD,-0.043197988
2021-04-07,7.765559196,8.092232704,6.589982986,7.376083851,133073739,USD,0.049080269
2021-04-08,7.374141216,7.929760933,7.31469202,7.757730007,69974522,USD,0.029563374
2021-04-09,7.755805969,8.865013123,7.687079906,7.975791931,116955292,USD,-0.051980378
2021-04-10,7.955779076,8.015431404,7.275829792,7.572542191,60380257,USD,-0.042399438
2021-04-11,7.574780941,7.631221771,7.0303092,7.234373093,43929315,USD,0.055277728
2021-04-12,7.233715057,8.830220222,7.196585178,7.652966022,162037625,USD,0.050565267
2021-04-13,7.634569168,8.862577438,7.634569168,8.018774033,77538968,USD,-0.042887683
2021-04-14,8.018499374,8.04732132,7.170118809,7.690556049,56052673,USD,0.041971713
2021-04-15,7.71295023,8.106090546,7.516819,8.027117729,41080548,USD,-0.075291422
2021-04-16,8.005476952,8.020076752,7.133201122,7.448084831,62254081,USD,0.045982776
2021-04-17,7.437584877,8.056821823,7.368367195,7.817193985,58044269,USD,-0.156629683
2021-04-18,7.781484127,7.838038921,5.840591908,6.650602818,60844287,USD,0.18618873
2021-04-19,6.669857979,9.318746567,6.460062981,8.106076241,267892408,USD,0.06897423
2021-04-20,8.034029961,11.52086258,7.969421864,8.564796448,536173402,USD,-0.048859525
2021-04-21,8.598881721,9.252565384,8.005064011,8.168737411,148495022,USD,-0.009232989
2021-04-22,8.164277077,10.24247074,8.082823753,8.089658737,166516481,USD,-0.076237207
2021-04-23,8.094696045,8.267313004,6.093649864,7.466897011,120189377,USD,-0.104659444
2021-04-24,7.454822063,7.477427006,6.478238106,6.620237827,43652770,USD,-0.008659692
2021-04-25,6.595654964,7.157063961,6.080599785,6.555576801,38084385,USD,0.155033422
2021-04-26,6.577847004,7.647483826,6.425852776,7.581934929,48448409,USD,0.152753545
2021-04-27,7.573428154,9.103700638,7.461956978,8.583322525,85031380,USD,0.298843871
2021-04-28,8.60842514,10.84931278,8.254605293,10.84913731,181231473,USD,-0.087247866
2021-04-29,10.7237463,10.9554739,9.402272224,10.10026073,84336668,USD,0.007777327
2021-04-30,10.13530254,10.27973938,9.458164215,10.18463802,52297377,USD,-0.042710476
2021-05-01,10.21628666,10.28010178,9.495817184,9.753251076,38949174,USD,-0.040030556
2021-05-02,9.748719215,9.748719215,8.924959183,9.345554352,38542215,USD,-0.011296345
2021-05-03,9.320129395,9.58194828,9.097062111,9.235378265,45349393,USD,-0.121371507
2021-05-04,9.225361824,9.662088394,8.067459106,8.101094246,75354307,USD,0.058431148
2021-05-05,8.074745178,8.778726578,7.979010105,8.640727997,48857493,USD,-0.093280706
2021-05-06,8.650115967,8.650115967,7.714182854,7.885052204,40004658,USD,0.05947783
2021-05-07,7.891060829,9.007742882,7.425260067,8.398983955,65212803,USD,-0.018487371
2021-05-08,8.391111374,8.922497749,8.193606377,8.253210068,58489905,USD,-0.021594139
2021-05-09,8.247214317,8.378704071,7.713459969,8.07184124,28313936,USD,-0.106187655
2021-05-10,8.075553894,8.268303871,6.891712189,7.195452213,47206642,USD,0.110982073
2021-05-11,7.180751801,8.406722069,6.990056992,8.091281891,45621875,USD,-0.185296221
2021-05-12,8.090514183,9.199983597,6.757991791,6.757991791,65821436,USD,0.02456884
2021-05-13,6.78741312,7.621767998,6.296555042,6.956785202,63122893,USD,0.017048819
2021-05-14,6.973126888,7.488741875,6.870275021,7.07200098,29935553,USD,-0.074994948
2021-05-15,7.072061062,7.164896965,6.492139816,6.550277233,27063816,USD,-0.007375467
2021-05-16,6.542038918,7.174090862,6.080032825,6.498117924,28954432,USD,0.006556561
2021-05-17,6.500802994,6.947988033,5.916847229,6.541065216,45974793,USD,0.010344493
2021-05-18,6.525123119,7.083467007,6.403800011,6.60828495,34362750,USD,-0.39706252
2021-05-19,6.608585835,6.720973969,2.965190887,4.011073112,45808622,USD,0.110559251
2021-05-20,3.969398975,4.943686962,3.554358006,4.741680145,33335763,USD,-0.099005211
2021-05-21,4.705972195,5.349507809,3.66941905,4.344563007,43893463,USD,-0.087925572
2021-05-22,4.349254131,4.370056152,3.718537092,3.927648067,20790314,USD,-0.125149088
2021-05-23,3.94097805,4.067320824,2.744196892,3.383929968,29183188,USD,0.202865468
2021-05-24,3.370898008,4.271213055,3.366261959,4.18071413,39628137,USD,-0.019500422
2021-05-25,4.181647778,4.367134094,3.717888117,4.114726067,25107506,USD,0.182349021
2021-05-26,4.140324116,4.881652832,4.009540081,4.877075195,36477473,USD,-0.022149083
2021-05-27,4.915501118,4.915501118,4.319632053,4.785937786,29485674,USD,-0.121063245
2021-05-28,4.801974773,5.031313896,4.039079189,4.195503235,27635693,USD,0.11800817
2021-05-29,4.195022106,5.968100071,4.189538002,4.760282993,107419512,USD,-0.053822605
2021-05-30,4.754456997,4.827610016,4.145954132,4.534470081,67429449,USD,0.087330939
2021-05-31,4.534440041,5.297988892,4.489768028,4.950190067,75229656,USD,-0.056903679
2021-06-01,4.943849087,4.96393919,4.566523075,4.692162037,31022662,USD,0.003864448
2021-06-02,4.693956852,4.761905193,4.485639095,4.71129179,20857056,USD,0.015753172
2021-06-03,4.704752922,4.821864128,4.587759972,4.785208225,18135480,USD,-0.091767402
2021-06-04,4.793525219,4.868167877,4.142145157,4.352865219,20468497,USD,-0.031219368
2021-06-05,4.355548859,4.503503799,4.078534126,4.203474045,14354372,USD,0.04095986
2021-06-06,4.200403214,4.406209946,4.162479877,4.381766796,12287971,USD,-0.082269807
2021-06-07,4.373330116,4.524509907,4.001612186,4.0359478,17011174,USD,-0.038688711
2021-06-08,4.03849411,4.135581017,3.422102928,3.866422892,19815746,USD,0.037635592
2021-06-09,3.86636591,4.067449093,3.553787947,4.018318176,19428732,USD,-0.019713629
2021-06-10,4.015025139,4.161487103,3.775835991,3.942096949,21813690,USD,0.082859323
2021-06-11,3.951971054,5.082508087,3.930893898,4.275052071,91838819,USD,-0.124125087
2021-06-12,4.306803226,4.306803226,3.738149881,3.785738945,25428106,USD,0.048069117
2021-06-13,3.778877974,4.021452904,3.649566889,3.991236925,16858262,USD,-0.000189627
2021-06-14,3.985090971,4.26046896,3.848967075,3.990519047,17106230,USD,0.037008539
2021-06-15,4.159836769,4.517507076,4.049081802,4.138228893,20200086,USD,0.015261465
2021-06-16,4.485850811,4.861945152,4.155660152,4.199130058,31623222,USD,0.101379559
2021-06-17,4.193523884,4.705104828,4.165177822,4.61866188,22029813,USD,-0.056135361
2021-06-18,4.695855141,4.992364883,4.225170135,4.3829422,37976713,USD,-0.034813622
2021-06-19,4.390874863,4.531160831,4.200004101,4.222149849,14273603,USD,-0.002298379
2021-06-20,4.215033054,4.277399063,3.815175056,4.212076187,18674047,USD,-0.239542707
2021-06-21,4.210100174,4.220139027,3.193866014,3.200690985,20068612,USD,-0.00341563
2021-06-22,3.210616112,3.63032198,2.866692066,3.186304092,28682345,USD,0.161272034
2021-06-23,3.186645031,3.775391102,3.097120047,3.702486038,22723858,USD,0.03340355
2021-06-24,3.711366892,3.851700068,3.497148991,3.808919907,16177919,USD,-0.102487599
2021-06-25,3.802464962,3.899255037,3.388499975,3.429461002,15791456,USD,0.045115953
2021-06-26,3.423758984,3.61310792,3.255738974,3.601304054,15308979,USD,0.034970796
2021-06-27,3.608464003,3.744714975,3.476603985,3.721235037,14392463,USD,0.069135484
2021-06-28,3.727930069,4.052815914,3.666311979,3.970212936,15808706,USD,0.167222931
2021-06-29,3.969759941,4.828105927,3.968653917,4.592488766,28561152,USD,0.274183595
2021-06-30,4.611039162,5.850230217,4.449761868,5.681056023,86746637,USD,0.016447989
2021-07-01,5.678959846,5.986364841,5.197018147,5.756593227,43386014,USD,0.061162555
2021-07-02,5.751078129,6.365686893,5.751078129,6.104061127,74909369,USD,0.276776356
2021-07-03,6.075084209,7.960175037,5.785965919,7.697350025,111518587,USD,0.179881033
2021-07-04,7.729548931,9.836606979,7.619120121,8.795354843,232395624,USD,-0.094038766
2021-07-05,8.76599884,8.886940956,7.767779827,8.071505547,99299122,USD,0.327571472
2021-07-06,8.036043167,11.81425476,8.033701897,10.95261288,829477102,USD,0.318706005
2021-07-07,10.9031601,16.61101151,10.47550964,13.52505016,1685573468,USD,-0.129282337
2021-07-08,13.58514977,15.70462513,11.58065605,12.10907078,983503493,USD,0.323607889
2021-07-09,12.07850742,16.64582062,11.28715515,16.48588371,1454877408,USD,0.096156965
2021-07-10,16.55428123,19.52170372,16.47925568,17.6502552,1599472215,USD,0.079307551
2021-07-11,17.71393585,19.11277771,16.07925224,18.95771027,951069661,USD,-0.080219222
2021-07-12,18.94436455,18.94436455,16.88240623,17.54182053,553438361,USD,0.174215186
2021-07-13,17.50470924,22.47410393,17.50470924,20.84454155,1710233004,USD,0.141154159
2021-07-14,20.82902908,24.30723953,19.63380241,23.32064247,1643663843,USD,0.030633086
2021-07-15,23.35040665,29.1306057,22.74478912,23.95917511,2068552611,USD,-0.130868647
2021-07-16,24.04157448,27.36022949,20.52033997,20.90723419,1628682299,USD,-0.10209451
2021-07-17,21.01554871,21.0477829,17.48898506,18.46113396,1107834770,USD,0.020456762
2021-07-18,18.51714325,20.8743248,17.52633476,18.88882828,955294028,USD,-0.109716022
2021-07-19,18.71518135,18.78906059,15.65902138,16.8633461,717570226,USD,-0.096175564
2021-07-20,17.11992645,17.11992645,14.18873405,15.04670238,585663471,USD,0.424975484
2021-07-21,15.02253914,22.59723854,14.77783203,22.21321106,1825323880,USD,0.174565845
2021-07-22,22.35614395,25.94267464,22.15966797,24.83985138,2351374876,USD,0.78125161
2021-07-23,24.8123188,48.16207123,24.32168579,42.19395828,6680961800,USD,7.61715E-05
2021-07-24,42.31005478,49.5842247,38.5065155,42.19585037,5759135940,USD,0.030005805
2021-07-25,42.07713318,43.97485733,37.93445587,43.46191406,2622075603,USD,-0.062648913
2021-07-26,43.89580154,44.9895668,35.0680275,40.81838989,2603161538,USD,0.141222457
2021-07-27,40.97363663,53.27649307,36.36857986,46.9561882,5669417764,USD,-0.031089607
2021-07-28,47.0633316,50.38877869,44.4699707,45.68716049,2433886005,USD,-0.031251211
2021-07-29,45.64712524,46.70843124,41.77155304,44.21972275,1691231740,USD,-0.019416755
2021-07-30,44.22841263,45.29476547,41.28554153,43.33262634,1431343555,USD,-0.01520445
2021-07-31,43.29958725,45.72039032,41.90699387,42.66028976,1134923899,USD,-0.108731122
2021-08-01,42.55679321,42.81768417,37.41317368,37.94868469,740205694,USD,0.052946047
2021-08-02,37.77327728,42.74782944,37.77327728,40.20737839,1166663328,USD,-0.051529953
2021-08-03,40.20860672,40.20900726,37.67808914,38.25188446,477532915,USD,0.138675516
2021-08-04,38.48765182,45.88861847,37.84820175,43.82766342,1643339528,USD,-0.031369328
2021-08-05,43.78029633,44.88410187,41.08849335,42.62772751,774568010,USD,-0.001903011
2021-08-06,42.58848572,44.00566101,41.48833466,42.54432297,607828557,USD,-0.028997272
2021-08-07,42.65146637,43.60200882,40.28581619,41.30823517,559045931,USD,0.019616795
2021-08-08,41.34452438,47.40675354,40.13520432,42.14281845,1175908690,USD,0.037982839
2021-08-09,42.26912308,45.10157394,40.71809006,43.71182251,708072688,USD,0.482513353
2021-08-10,43.51960373,64.2537384,43.31633759,64.04629517,4253075410,USD,0.050623661
2021-08-11,63.9499588,76.95742035,63.59969711,66.25914764,4577489858,USD,-0.003461003
2021-08-12,66.3442688,73.76660919,63.55136871,66.03748322,3280623731,USD,0.067588255
2021-08-13,66.12400055,73.70040131,65.95388794,70.51582336,1697280264,USD,-0.041469488
2021-08-14,70.50550079,70.72651672,65.2352829,67.77728271,1009473445,USD,-0.00250967
2021-08-15,67.75888062,67.88521576,63.76507568,67.60031128,642414124,USD,-0.01485923
2021-08-16,67.91609955,70.68593597,66.01348877,66.59319305,814431756,USD,0.076226894
2021-08-17,66.37983704,81.94959259,65.25090027,71.74615479,3080115915,USD,-0.039643682
2021-08-18,71.84123993,74.49185944,66.15071869,69.1061554,1577246861,USD,0.041853858
2021-08-19,69.36125183,72.93478394,67.29963684,72.10900879,827019379,USD,0.023691852
2021-08-20,71.72423553,74.26499939,71.53149414,73.7462616,719445064,USD,0.042387577
2021-08-21,73.7179184,83.26293945,73.7179184,76.80278778,1864700361,USD,0.004880163
2021-08-22,76.83592987,79.57398224,73.86177063,77.16268158,701977048,USD,0.003002574
2021-08-23,77.20524597,78.58105469,75.31594086,77.39328766,583152522,USD,-0.097472213
2021-08-24,77.40353394,77.52973175,67.4280777,69.87207031,736142534,USD,0.034230463
2021-08-25,69.99922943,74.99136353,68.67173004,72.52127838,1015019314,USD,-0.040355211
2021-08-26,72.55264282,73.84783936,67.56159973,69.70157623,599788629,USD,0.050404139
2021-08-27,69.71411896,73.42778778,68.17945862,73.35694885,584630125,USD,0.020301611
2021-08-28,73.68887329,79.60470581,72.4968338,74.77200317,893009859,USD,0.047957981
2021-08-29,74.86283875,78.99327087,71.41385651,78.29005432,737469817,USD,-0.073954269
2021-08-30,78.38786316,78.38786316,72.59757233,72.76034546,529364995,USD,-0.007157437
2021-08-31,72.90653229,75.60518646,71.39585876,72.19998932,492482296,USD,0.025469851
2021-09-01,72.21501923,74.5897522,69.76699829,74.05318451,455957887,USD,-0.017255432
2021-09-02,73.99377441,74.63232422,71.83543396,72.80734253,360368483,USD,0.01497306
2021-09-03,72.76828766,76.44368744,71.57873535,73.91614532,532663686,USD,0.113915702
2021-09-04,73.98642731,94.62115479,72.43549347,82.21004486,2644122225,USD,0.001316841
2021-09-05,82.47108459,88.4944458,79.89711761,82.30738068,1280554241,USD,-0.03942393
2021-09-06,82.25358582,85.06389618,75.61082458,79.06633759,687177667,USD,-0.182401538
2021-09-07,79.05876923,80.33570862,56.93930817,64.05334473,1050604364,USD,0.050806575
2021-09-08,64.20970154,70.58367157,60.38099289,68.07043457,1042556004,USD,0.016601196
2021-09-09,68.16668701,72.22839355,67.2743454,69.13379669,510780693,USD,-0.053527589
2021-09-10,69.10522461,71.21421814,63.0481987,65.49015045,376329550,USD,0.050408735
2021-09-11,65.42684937,72.00839233,65.05477905,68.97509766,383654217,USD,0.016266801
2021-09-12,69.02622986,70.66889954,66.26225281,70.0404129,310685790,USD,-0.073246951
